FBXL18
C2CD6
NPR3
MTBP
ZNF521
CACNG3
CACNB3
MCM3
AP1S2
LONRF3
DLGAP3
TCEAL1
KIAA0513
CYS1
RARRES2
VPS11
SLC24A4
THBS4
NKTR
RASSF4
SLC9A9
STK38L
SFXN3
TRPC1
PTPN3
ZNF436
NT5C2
STK31
NTN5
PLS3
MN1
TMEM200A
TMEM198
TBC1D14
ZCCHC3
SMAP1
ABHD15
CDKL2
NOXO1
TWNK
SCFD2
RRAGB
RAC2
RNF208
DENND4C
BCCIP
IL15
UPP2
LIN28B
CAMK2N2
METTL15
MAF
DCC
TP53I3
ECE1
TMEM132E
SLC9A5
ZNF502
ACVR2A
UNC79
BCL2
ADNP
PIGF
DLEU1
DHRS13
ARF3
SELENON
TBC1D31
ACAD11
TGFBR3
POLR3A
DHX8
DRP2
CHMP7
SPA17
LRRTM1
DCAF4
LY6E
TMEM38A
PAK1IP1
EAF2
DOCK4
MITD1
RPS17
ZNF75D
PPARD
CADM3
ARFGEF1
PDPK1
KIAA1522
TEX261
PPP1R18
CA4
RCAN1
PPFIA4
RNF44
LIG1
DZANK1
PPP1R1A
PYM1
SIRT5
C20orf196
C1R
SEZ6
C8orf76
DNAJC12
ZNF334
PKIB
FRAT2
MRPL49
C2orf27A
RPS6KB1
FILIP1L
PLXNC1
CYP1B1
CLIP1
CMC4
HNRNPH3
N4BP2L1
DIAPH1
CDH4
YPEL1
BEST1
HMGB2
IFT20
MEX3B
BRF2
PAICS
BHMT2
KIF21B
DRAM2
ZNF577
TNNT1
PRR14
DUSP14
PRPF3
TTC9C
ZNF266
ATRAID
CEP83
RFTN1
NPPA
CHRM1
ZC3HC1
NEUROD1
ANGEL2
ERI3
TNFSF12
PPL
C11orf95
DYRK4
PRKRA
BRINP1
DRD2
SPTAN1
CLUL1
MPP7
KIF3B
ANGPT2
CXorf38
TRIML2
MFSD1
LONRF2
PDE4B
FBXO34
TOR2A
PPM1J
TSPOAP1
DOK1
JPH3
SCP2
RSAD1
PLEK
WNT2B
TCHP
HMGA1
KCTD8
DHTKD1
SLC44A5
IRF9
KIAA1211L
DGLUCY
AGBL5
FANCL
PCDHGA12
LYRM4
MEF2A
PARVB
LMO1
RXRA
CASTOR1
FAM13A
NCL
LIPH
DBP
KAT6B
RUFY1
IGFBP3
ANKRD34A
GPC4
PRRT1
TIMP4
SLC25A41
FGF17
H2AFY2
FAM122A
TYW5
LINC00900
PTHLH
NBR2
PSMA4
DDX28
LCN15
NKIRAS1
GRIA4
FAM153A
MAP3K20
KIF16B
DEGS1
NTRK3
IGSF11
BUB1B
RRAGD
NAA11
BEND7
TEKT4
STARD10
RGS20
PDGFRA
FBXO16
MARK4
NHS
HARS2
GSK3A
CAPN12
RNF5P1
TBC1D32
RFC5
ICA1
KCTD4
ALMS1
CLYBL
CDAN1
TBC1D16
CD86
RAD54B
CFB
ATN1
AGRN
CTNNAL1
SMC2
DIRC2
HSPB11
IFNGR2
SCRIB
ARL8A
ELF2
SLC25A37
THTPA
IPP
KIF1BP
ARHGDIB
SYNDIG1L
FES
ZNF791
SMPD2
RSBN1
RIMS4
DHX33
ZNF781
SUOX
LIN9
GPR83
KAT8
PDK1
TSEN54
PRRT2
GSTO2
SUMO1
JAG1
BACH2
TBC1D2B
TRAPPC4
USP46
GTF2H5
SNX7
ANKRD9
UFL1
RIMBP2
CD59
KLF8
MTERF2
ATF5
SLC9B2
ZNF771
FGD3
TGFBRAP1
NCOA3
ZNHIT6
DUSP19
TRAK1
PKNOX2
CALB2
SERPINF1
HSPB6
PRELID3B
ARHGEF11
PLPBP
SEMA3D
PSME3
SEMA5B
DHX32
RPS6KA4
DMTN
BCHE
TARBP1
SEPHS1
P2RY6
OXTR
TRIM45
CCDC152
KCNIP2
WFDC2
RCSD1
AMACR
ASPHD2
WASF1
TEAD3
TSHZ1
GPR88
USF2
LAP3
SNTA1
POLN
BTG3
TTC28
PAK5
FAM110A
PDE9A
RNF113A
LRRC61
BTN3A3
WFS1
TMEM18
CAMK1D
RBM23
ARL14EP
TUBB4A
ASIC4
PPARA
SPINK2
SYTL5
EHD4
RAB12
HTR2C
LRRTM3
FMOD
FAM89A
EIF4G1
UBE3D
ACY3
ZFAND6
CCL27
NSUN6
PTPRG
C4orf47
ADAT1
PCDH11Y
C11orf68
PDK2
ZCCHC6
PSMC3IP
KHDRBS2
TMEM97
DNAH6
KCND2
COLCA1
SSRP1
STX2
MAMLD1
DHODH
TTC21A
TACR2
SH3BP4
FAM118A
PAM
TBC1D22B
MTG1
ESYT3
TNFRSF11A
FHIT
PRKG1
LILRB4
THBS3
GCAT
SYN1
BTG1
AP2A1
ELP4
KANSL1L
ARID3B
ZNF57
ARID3A
FAM210B
ZCCHC11
FAM133A
GRB2
NUMBL
CDC6
RPS6KA2
DGKA
TLN2
TDRD1
DAB2IP
ACO1
ATP2C1
DCHS1
CSMD3
PSPC1
MEIS1
DCN
HSPA1L
JAK2
CLEC4G
PRMT9
B3GAT1
FIZ1
KCNIP3
FUCA1
MRO
GRK4
CABLES2
TCOF1
CSPG4
DDX20
GDAP1L1
SOX6
LOC644189
DPH3
ZMYND8
ZNF558
BICRAL
RGS22
NUBPL
EEF2K
SNPH
RNF165
C9orf16
TMEM17
PPIL6
ATG12
BLM
WIPI2
TMEM241
PHLPP1
SLC2A12
AMZ1
TMEM176A
TPP1
MAML1
LST1
DLL3
ASCC1
IL13RA2
UNC13B
TAL2
CHRNA7
UBTD1
ZSWIM1
PPIL2
ZNF707
NKAIN1
ADGRL2
VASP
CEP57
FBXO28
PCDH15
PANX1
HEPN1
COPS8
LRRC57
HK2
COL10A1
FAM3C
ZZZ3
HNMT
ERLIN1
DARS
PDP2
DTNB
LINC00889
MTMR12
CABCOCO1
AKR1C3
TMEM86A
SAP30BP
IGDCC3
RNASE6
RND3
SREBF2
RBBP8
ABCF2
YIPF1
BTBD3
SYNE2
LHFPL4
LRIF1
LRRC17
ALG8
RPUSD2
MYCN
PCNX2
ATL3
ASRGL1
NIPBL
ZSWIM3
MSMP
TPD52L1
KNSTRN
JAM2
TERF2IP
RUNDC1
LANCL2
COQ5
NQO1
PLCXD1
RTL6
FKRP
RRN3
DACT2
FAP
CIART
ATP6V1G2
CD53
ASB4
MICAL3
PPM1N
ABCA5
C6orf47
FBXO15
AGAP3
VPS26B
PRMT6
RPL39L
ERAP2
STAG3
SLC16A14
C9orf40
GPR19
SRC
HCCS
PSD
MTMR1
ZNF786
C4orf3
TTC9B
STK36
PKD1L2
SPIN1
SSPN
HS6ST3
DHRS12
SPTLC1
NNMT
LOH12CR2
IMPA2
FSIP1
KCNQ2
EHBP1L1
PLAGL2
ARL3
IAH1
YPEL5
UBAP1
TLR6
PLEKHA3
PM20D2
GDF11
MAL2
PARP2
PRKCH
HTR2A
GUCY1A1
TMX2
SAT1
CITED1
FOXP4
TRIM58
INSR
NECAB3
NPY2R
PDIA3P1
C12orf73
NACA
CHST11
BFSP1
ATG16L2
BICC1
MACO1
ARNTL
HEY2
SLC12A7
FRMD6
ITFG1
TRMT61B
GIMAP8
CBR3
DMGDH
TCAIM
ETNPPL
FASTKD2
C3orf70
RALGPS1
SLC35C1
RILPL1
ZSCAN31
E2F1
EIF2AK1
NPTX2
STAT6
MTF2
ABCA1
ACSBG1
KIZ
CCDC87
UBE2D4
FSTL1
TERF1
WNT3
PHACTR4
NTNG1
ATP23
PHF21B
SLC30A10
RMDN2
FAM129B
MFSD4A
PTX3
SCN3A
INTS10
PRKAB2
WDR19
RBL1
KIT
JAKMIP1
CHST9
NMRK1
ZNF174
ZNF766
ERICH3
NRXN2
LEFTY1
ABCF1
ANGPTL4
NPTXR
DOPEY1
S100A16
ZNF682
ACP6
VOPP1
RAB11FIP2
ERC2
C19orf57
ZNF74
TMOD3
SLC35A4
CADM1
ADAMTSL1
AGGF1
DLG4
MFAP3
LRFN5
NPTN
FGGY
GSAP
MCF2
TMEM170B
APEX1
GANC
ZNF782
ZNF830
PRKY
NUTF2
ZNF22
FASTKD3
TSPAN14
PQLC1
ZNF335
ANO2
EPHX1
GPRIN1
ACOX2
MGAT5B
DPY19L2P2
AGFG2
AGPAT1
PDGFB
PRDX6
TBC1D26
PCDH11X
PCGF3
SNHG1
COPZ2
SUDS3
ACSF2
WDR49
ONECUT1
CACNA1C
DDX60L
ATP6V1E2
FAM69B
GPNMB
STPG1
FXYD7
MX2
ABLIM2
AMT
OLFML2A
DHRS4
FOXP2
CCDC65
TRPV1
TMEM108
DLX2
CASP4
TENM4
ELK1
MATN3
KLHL8
LINC00622
WIZ
PIP5K1C
MPP3
RTL5
ABCB7
MAML3
GPR6
PIGA
ZBED9
LRRC7
IL13RA1
SRRD
BTG2
ING1
WFIKKN2
PLCD4
SMC4
SOX11
SIMC1
LINC01061
CHD4
GRIPAP1
ADAMTS10
ANTXR1
SNAPC5
NCOR2
PABPC1L2B
CYFIP2
FAM49B
ANTXR2
FAM118B
BTBD2
MKL1
RIC3
LPAR6
SLITRK3
FMNL1
CLK1
FAM163B
RSPO4
DUSP12
SRD5A3
TMEM218
CCDC136
SLITRK1
ZWILCH
VPS33A
STYXL1
CUEDC2
SEC61B
SEH1L
EFCC1
IKBKB
CCDC125
TMIE
TMEM107
SH3RF2
ELMOD3
AQP5
ARMT1
NUCB2
TSPYL4
TMEM127
PARP6
MSX1
ZNF516
ZNF526
UTY
CFAP44
NPAS3
IGSF22
NFIB
GSTK1
TBL1Y
SCAMP4
TCAP
RIOX1
CSNK1G3
UST
GTF3A
SPTBN4
HMCES
MICAL1
BMP8A
PTPMT1
PRC1
RPRM
MEST
TCN2
INA
STOM
GRPR
WFIKKN1
INHBB
GEMIN7
CABLES1
IPO9
MYRIP
HS3ST1
RLBP1
ZNF488
PALM2
PTPRO
CDH3
EMC9
KCNN1
BIVM
THOC5
PTBP3
KRBOX4
CHRNA2
ACKR3
ATOH7
PRDM2
MICU3
VWC2L
PRDM12
NOC4L
MBTPS1
RABL6
TMEM223
SYNPR
CBLN4
NPFF
SLF2
EPHB1
RAPGEF4
EFHD2
HSD3B7
TSHZ2
TMEM215
HIST1H2BK
SMC6
FAM149A
AKAP10
RMC1
ELOVL6
LTK
GRIN1
HPS5
ABHD14A
LARS2
MPL
SETD3
STAM2
CCDC58
CLCN2
RNFT2
INHA
MYOZ3
ZDHHC16
CAMK2D
ASCC3
RGS18
PLA2G4A
PDCD4
EID3
EFTUD2
ZMAT1
CREG1
RFX2
CCDC6
KSR2
GPT2
RAN
STOX1
STK11
C2orf74
TMEM176B
SNCB
BBS12
ATL1
FAM104B
DPH5
SCYL2
PLCG2
KIAA0895L
LOC389906
GABPB1-IT1
GLT8D1
IPO5
PYDC1
DUSP11
CAMK2N1
SMIM32
IQCB1
ST6GAL2
GNA12
MBTD1
SLC25A43
EVL
ZFP36L2
CYB5A
CNOT7
H1FX
SLBP
SFRP2
RIN3
LOC100294145
TMEM79
CDC37L1
USP28
SH3PXD2A
RNF7
KBTBD7
GPR183
PRKAR1B
PDCD2
BRSK2
PARP16
DIRAS3
BPTF
GPD2
ASCL2
CPLX3
TEK
GPR149
SOGA1
ZNF571
KLHL2
FBRSL1
AGT
IKZF5
RNF144B
LY86-AS1
DUSP26
ZNF550
QRSL1
PWWP2B
RDH12
PRRT3
PLEKHA2
NPNT
GLRA2
PLAT
AFAP1
PRKCI
DNM1
FGF7P3
C18orf21
KCNIP4
NMI
RAI1
TCHH
SIDT1
RSPO2
CCDC84
PSMC4
TRMO
MRPS11
KLHDC3
DHRS11
ZC3H12C
MYCL
HAUS8
GRM1
TOX3
DSE
DDOST
FAM117B
RPN2
MAP1A
GNAL
RFC2
CEP290
RBM4B
NHSL1
NDN
SCN9A
ZNF184
LARP7
KCNE4
RERE
MED12L
DDX56
RIMS2
PCGF1
SNAP29
SLC6A20
CDK5
MLLT6
PGAP3
ILF2
UNC13A
CUL2
ABCC1
FOXO4
GLA
HERC2P9
SCAPER
PTPN20
TES
MOB3C
DTX3
ARL5A
STX18
SS18L1
KLHDC2
KIF5C
ABT1
FADS2
JUND
PLEKHH2
LOC100126784
IFI16
GATAD2A
TM7SF3
ZCCHC18
ETHE1
RFESD
LRRC23
SPATA7
ZADH2
XPO5
RBM6
ASH2L
PKIA
RNF219
TAC3
WNK1
VANGL1
NLK
VIM
AIDA
KLHL1
PDCD2L
SLC25A33
SOX13
FBXO46
IQCE
REC8
HDAC1
CFAP43
HLA-E
C18orf25
ZNF273
OGFOD1
PCK2
SCPEP1
PANX2
PDSS2
DHDDS
ZMIZ2
TRIM25
OSBPL9
C16orf86
VIPR2
RAE1
UBE2L3
SIPA1L2
SUPV3L1
MAP3K3
PNPLA4
CDH20
NLRP3
DRC1
KALRN
DONSON
DACT1
CYGB
GLRX5
TNFRSF4
PHF8
ANKRD35
LIN52
KLHL42
SLC6A6
ALDH7A1
RSRP1
RIPK1
SSFA2
SPRED3
FAM168B
NOL8
RGS6
DCBLD1
PER3
FAM129A
EXO5
LINC00999
POMT1
EVI2B
C6orf48
EIF3L
ARL4A
ADM
ABCE1
BEGAIN
ENTPD3
TTC39C
PON3
KLHL18
PDYN
VASN
TCTN1
RASA3
HMG20A
RPL35
ZNF711
SYT3
PDIA3
GRM7
CORO1C
FGF13
HCN2
SDC3
ZNF23
PBLD
JKAMP
PTPN14
SEC31A
RASSF8
CYB5B
ITGA3
MEDAG
SNX3
SRD5A1
DUSP18
MRPL3
SH3GL1
FTL
BMS1
PACS1
LOC93622
TMEM145
KCNA4
DYNC1LI1
CDH8
AR
WHAMM
KIRREL2
BRD7
UBE2F
PIGP
CSPG4P1Y
CTSO
LMAN2L
MNDA
GPC5
PRSS3
ZNF544
NOL4
SNED1
BAAT
CCDC93
C7orf13
MID1IP1
NCAPD2
CACNA1I
TP53TG1
TBPL1
HMGN2P46
GINM1
NR2C1
SIPA1L3
KDM5A
KLHL41
PPP4R1
USP38
ACTN4
NPEPPS
SLC41A1
EXT1
APOL3
CTNNA2
PROX1
CEP126
ERI1
LNP1
PLEKHM2
RAB15
PHF21A
TOMM34
CACNA1D
NIF3L1
JPH4
DUSP22
GOLGA1
SALL2
DCLK2
MFNG
TWIST1
ZNF618
NPPC
CENPP
CLOCK
GPBP1L1
ZNF280D
FCGR1B
AKAP5
NFATC3
DPY19L1P1
MAST3
FAM214A
SMAD1
PHF20
UGDH
AOAH
APPL2
YTHDC1
CHCHD3
EMX1
DTNBP1
RBBP7
OLFM1
TPMT
PURB
SLC16A2
RPL39
SYNC
TEAD1
CLEC16A
POLR3D
C5orf42
TTC25
CCL28
LRRC28
CDKN2AIPNL
ARHGAP6
CAMK1
NRSN2
OSTF1
AADAT
BBS1
TTC23
TAMM41
VRK1
BZW2
ITGA2B
DENND5B
HEBP2
RAB3B
C16orf74
NXT2
ASMTL-AS1
SUPT4H1
EPB41L4B
RAB40B
RNF135
PHB2
CD8A
DPP10
PAPD4
SYS1
CACHD1
SLC29A1
ASXL3
MCCC2
FRMD3
OXA1L
FGL2
FGFR3
TNFAIP2
PCGF2
KIF26B
MDGA2
EPHA5
ZRANB2
HRASLS5
DEF8
MOXD1
FBXL17
TMEM60
DOK4
TRAPPC1
MYB
RIN1
TSPAN11
NOS2
SMARCA1
BCL3
MIOS
AP2S1
BTBD17
TMEM67
PDZRN3
SMPD3
STK33
SOWAHA
RPS27
FAM84A
ADGRF5
PCSK2
CADM2
SQOR
RHPN2
TPD52
IQCA1
DHX57
NAALAD2
GOLPH3L
RASD2
MAST2
ZNF554
SCRN1
BDNF-AS
PHKA1
PRICKLE2
DMTF1
WTAP
SUPT20H
LAMC1
CYB5R4
NPTX1
KLHL21
SLC39A1
LRRC56
NUP54
TCERG1
STAMBP
COL11A2
LRRC49
KIAA1551
MCRS1
HLA-DPA1
GABRB1
CMTM8
TRIM4
ZNF429
CCDC32
ZNF540
ZFAT
PARD6B
HGD
IMMP2L
RPS25
FAM174B
SYT5
TNPO2
PSMG3
NDUFAF6
RAB39B
THEM4
SLC25A44
ZBTB7B
GNL3L
CSTF1
NSD3
ROCK1
OTUB1
KIF27
RELN
UTRN
NOS1AP
TGFBR2
EPB41L3
SPATA2
PANK2
MNT
RPUSD3
GRIK5
S100A1
PBX4
RIDA
C4orf45
ARMCX2
GHDC
NVL
NAP1L6
RCBTB2
GTPBP2
STK24
CD200
SEPHS2
MPZL1
TAF6
PPM1G
GOT2
CHI3L1
SCARB1
NUPL2
MAGI1
MDGA1
MAPK4
DYNLRB1
FAM171B
HAUS6
MSTO2P
ZNF10
MAML2
PALLD
METTL5
CDC40
ZFAND3
GGA3
F12
ZC3HAV1
SACS
FZD2
MAPRE3
TRMU
CACNA1B
IFT88
WNT7B
MXI1
HS2ST1
ODF2L
SIDT2
EPDR1
MED4
PPP3CB
FRMPD4
ABCG4
OST4
ADCK2
COMMD6
C2orf73
LUC7L
TRNP1
SAMD9L
TK1
LRRC3B
RIIAD1
EBI3
LAMTOR1
USP33
E2F5
MYBPHL
PSMB2
FANK1
DPP8
NOTCH4
MACROD1
MRPS26
OSGEP
LIN7A
TXNRD2
SFMBT2
CAMKK1
BACH1
ZNF789
RTF1
EIF4A3
NECAB2
CDKN3
XK
ANGEL1
ZNF76
HILPDA
PLCXD3
MEX3A
GPR155
RAPGEF6
SRSF8
THSD1
SIN3A
EIF4G3
MESP1
EIF3B
NSL1
MYPOP
SORCS3
CCNE1
WDR45B
ROR1
DDX41
PPM1M
COCH
RHOC
KBTBD2
ATXN7L3B
COQ10A
HTRA2
RAD51C
TPR
MALT1
TNNI3
CDH7
SEC22C
TFEC
CDC25B
PARP3
DOCK1
CEP78
SHANK1
ZNF584
CHST14
PPP4R3A
NCSTN
CCNK
COA6
ATG5
FAM13B
PMS1
SORBS2
UBN1
WDFY4
NRARP
TUB
ZFP28
LOC441666
RAD17
RNF111
TFPI
KRCC1
VTI1B
AMMECR1
ZBTB7A
TAF4
PPIL1
RNF19A
CSTF3
NEIL1
SIRT4
DLGAP4
PRKAR2B
DDX59
RESP18
DLX1
KATNB1
RNF43
GPHN
NEMP2
C2orf72
SLC3A2
NANOS1
NEXMIF
KANSL3
OLFML2B
SLC27A2
PNMT
ZCCHC12
VLDLR
COG1
FHOD3
TRIB2
KIF25
GABBR2
SREK1IP1
TERF2
TESK2
C2orf80
MAGI3
POLD3
INTS8
CAMTA2
SPG21
KMT2E
CD163L1
ZFP1
DLEC1
TMEM181
LCMT1
POLE3
IRF2
DPYD
CHAF1B
HAVCR2
SPRED1
VPS13A
CIDECP
YWHAH
PNO1
MRPS6
LAMB1
BPGM
RAD18
SDC2
UROS
HPCAL4
IFI30
RPS24
APPBP2
DNAJC18
AFG3L2
CEP192
ATP10D
TLX2
SMG8
POU3F2
ELAC2
TNFRSF11B
SIN3B
POLR3B
UBR1
GPR135
CIDEC
TMEM171
SPAG5
SMAP2
RPAIN
MFAP1
CDH18
INPP5B
SLC12A5
SMOC2
TRAF6
HNRNPM
ZDHHC14
DNAH7
WDR62
SF3A3
ACOT2
RPL15
INPP5F
ARPC4
RNASEH2A
TTC38
ARFIP2
MLF1
HENMT1
CACNA1G
ARNTL2
ZFYVE28
TCF3
USP37
VAV3
FAM151B
COLQ
IGSF3
RAPGEF2
BTBD10
LAT2
RARB
RPS28
GLIS3
ST6GAL1
DNA2
TOP3B
SP5
RFPL1
ANKRD28
ZBTB24
COL6A1
SLC24A3
FGF2
EFNB2
IQSEC3
PPP1R32
CLN6
SLC2A10
MICU2
SND1
C1orf162
SYCE1
PPP1R14C
KCNMA1
FBXO21
ZC3H15
PLXND1
DOCK9
ZNF462
PCID2
FSD1
SLC12A8
AKAP1
DLG1
PSORS1C1
ABHD17C
CDH22
FBXO2
CDON
EYA2
CENPT
C1orf194
PATZ1
ZNF366
BRWD3
MAP10
UHRF2
TSPYL2
GPR75
HINFP
NUDT17
NPY5R
HSD17B11
DCLK3
PHF13
CAVIN4
KCNK12
DGCR5
CASP3
SGK494
CELSR3
GSDMB
MAP3K5
GRIP1
FAM217B
PKD2L1
STK35
ZNRF2
GNG2
KAT6A
SLC39A8
CARMIL2
ZNF300P1
MIS18BP1
PPP1R26
ABHD5
FBLN2
COPG2
PPP3CC
CRYBB1
KCNE2
YPEL4
PDE2A
MCM4
DKFZP586I1420
KCTD2
SCUBE2
SH2B3
CRYL1
SEC31B
FAM50B
GSR
LEPR
AKIRIN1
PCNA
CNNM1
AKAP14
DTWD2
C1orf61
TBC1D9
ACTN1
METTL1
PPM1K
AP1S1
DOCK8
GEN1
FCRLB
MCF2L
CNN3
WNK3
RBM39
ARAP3
BHLHE22
ECT2
CDCA7
ST3GAL6
ALS2
PLAG1
SMYD3
NOL4L
SOS2
ADHFE1
ZNF415
LYPD5
NTAN1
PROCR
RRM2B
ELF1
ABCA6
RPGRIP1L
ALDH8A1
CYBRD1
LRRK1
AP2A2
CTSA
CFD
PRPF19
DDIT4L
PLPP4
GRAMD1B
SNX14
VKORC1L1
DCBLD2
SMARCD2
TRA2A
ERBB4
NOL6
ASIC1
ST6GALNAC5
BEX5
HAPLN1
ZNF655
KNTC1
RSL1D1
MPP2
ZC3H10
B4GALT1
KBTBD4
CEP72
TOP1P1
TRMT6
CCDC15
FUBP3
ERBIN
FYCO1
CEP162
MRPS12
DDIT4
RPS4X
SLC10A4
TNS3
PCDH1
LAMB2P1
STRADA
ACADM
CACNB1
SINHCAF
ZNF764
CLEC9A
ALKBH3
SKAP2
ALKBH2
DNAJC5G
PARD6A
HECTD2
MAP3K12
ODF2
C1orf54
DPP6
INTS13
OPHN1
TMEM61
CAMK4
AGO3
ELL
RPS29
ZBED5
SDHAF1
PIWIL4
MKX
AKIRIN2
MMP28
NUDT5
GPR85
BTBD6
CD247
OPTN
SNUPN
SSSCA1
SLC19A3
LTBP4
VAC14
FAM221A
UBXN8
HMGCLL1
MED6
CSNK2A2
BLOC1S6
LINC01105
SRR
MTA3
ZNF83
HACD4
MCTP2
COQ10B
LRPPRC
FGD6
WDR70
MFGE8
P2RY12
ZNF398
PARP12
DOK5
AVIL
RNF123
CRYGD
COPG1
ADRA2C
CPT2
PHKG2
VPS37B
PAK1
ACTR5
FNDC9
ALDH1A1
RCN3
LCTL
DNAJC16
DNASE1L1
ZMYM5
PHC2
CDADC1
HSF2
PCDHGC3
ATP13A3
LMO2
IQCK
SATL1
LSM14A
SNRNP35
SLCO2A1
HTR5A
RXYLT1
VHL
TIMP2
CCNB1
FAM103A1
ARHGAP17
SNTG1
GALC
ADA
KDR
FBXL12
NKX3-1
TRIM7
IFI44
DENND1B
NDUFA10
ELF4
NME9
PARVA
SDHB
MAOA
PPAT
TTL
C1QTNF2
TPGS2
RPL10
BCL2L10
LIMD2
SRPK1
ZNF233
ADAMTS5
ADGRG1
NAV1
AGO1
BASP1
MPDU1
FBXO3
STAG2
HMGN2
PFN2
SNAP23
GLIS1
PPP1R3F
CCDC74B
CMTM4
HS6ST2
C15orf61
EMC10
DDX23
DAB2
TTLL1
FUCA2
LOC100129034
HSPA1A
PRPF39
TLDC1
SEMA6B
PTGER4
GPAT2
KREMEN1
CA8
ZC3H12B
RITA1
EIF3I
QPCTL
SS18
CREB3L2
TMEM184C
PNMA3
SH3BGRL
ALDH4A1
ACTL6B
LNX1
TRIM35
SLC1A4
GNL2
ZNF215
ASAP3
AP3S1
VIPR1
ALOX5AP
EXPH5
YARS2
ADGRL3
AFG3L1P
LUZP2
FRZB
CLDN10
CDC42EP4
HSD11B1L
TNFSF10
NEURL1B
VWA5A
RAMP1
MORF4L2
TBRG1
TARS
TMEM86B
SLC44A2
NEB
ZNF30
KCTD3
C11orf1
PTAR1
MIA3
SNX8
DIS3L
RUNX1T1
GAREM2
CA11
ZNF337
FUT8
ZNF416
TEDC2
SHISAL1
TMEM185A
PPCS
RBL2
GTF2B
MAN1B1-AS1
EVA1C
TRIAP1
PARD3
NHLRC1
DDIT3
BCAR3
CCDC24
RRN3P3
PEX11B
MTREX
TP53BP1
CDH23
ADO
PPP2CA
